v	ID	###	Noun base	Verb base	PROPERTIES	group	trans?	object	argument	locative argument	weak / optional argument	Examples: Positive	Examples: Negative + Question	NEGATIVE examples: should NOT match	Noun examples	GROUPS + COMMENTS + NOTES		DISTRACTORS
	179			huijata			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Myyjä huijasi Liisaa maksamaan liikaa.						
					*CONCEPTS*													
	180		huimaus	huimata			Transitive	HEAD:Noun + Case:Partitive				Minua huimaa korkeilla paikoilla.						
					*CONCEPTS*													
	181		huiputus	huiputtaa			Transitive	HEAD:Noun + Case:Partitive				He huiputtivat minua.	He yrittivät huiputtaa minua.					
					*CONCEPTS*													
	182		huiputus	huiputtaa			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Inessive			Jussi huiputti häntä liikeasioissa.	Häntä huiputettiin liikeasioissa.			LARI: first and second huiputtaa could probably be together (with weak Iness)?		
					*CONCEPTS*													
	183		huiputus	huiputtaa			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän huiputti minua lainaamaan pankkikorttini hänelle.	Hän yritti huiputtaa minua lainaamaan pankkikorttini hänelle.					
					*CONCEPTS*													
	184		huiputus	huiputtaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Ablative			Hän huiputti omaisuuden Sarahilta.						
					*CONCEPTS*													
	185			hukata			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hukkasin avaimen metsään tai pihalle.				(=hukata / jättää / unohtaa)		
					*CONCEPTS*													
	186			hukkua			Intransitive	—		HEAD:Noun + Case:Illative		Mies hukkui myrskyssä mereen.	hukkua heikkoihin jäihin					
					*CONCEPTS*													
	187			huokaista			Intransitive	—	HEAD:Noun + Case:Elative			Huokaisin onnesta. // Hän huokaisi helpotuksesta.						
					*CONCEPTS*													
	188	3.7		huolehtia			Intransitive	—	HEAD:Noun + Case:Elative			Huolehdimme hänestä hyvin. // Voin huolehtia asiasta - sitä väkeä pitää aina hoputtaa.						
					*CONCEPTS*													
	189			huolestua			Intransitive	—	HEAD:Noun + Case:Elative			Huolestutte aina joka asiasta.						
					*CONCEPTS*													
	190			huolestuttaa			Transitive	HEAD:Noun + Case:Partitive				Jokin asia huolestuttaa häntä.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	191			huolestuttaa			Transitive	HEAD:Noun + Case:Partitive	Subject=POS:Verb + INF_FORM:Inf-A + Case:Lative			Häntä huolestutti lähteä sairaalaan.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	192			huomata			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive		Äiti huomasi reiän sukassa.				huomasin virheen tekstissä? huomasin tekstissä virheen?huomaan hänen kertomuksessaan virheen?		
					*CONCEPTS*													
	193			huomata			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Huomasin ostaa maitoa.						
					*CONCEPTS*													
	194		huomautus	huomauttaa			Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Allative		Opettaja huomautti asiasta oppilaille.	Opettaja huomautti minulle asiasta monta kertaa.					
					*CONCEPTS*					Syntax-allatiivi-kommunikaatio								
	195		huononnus	huonontaa			Transitive	HEAD:Noun + Case:Partitive				Unenpuute voi huonontaa terveyttäsi	Pankki on viime aikoina huonontanut palvelua.					
					*CONCEPTS*													
	196		huvitus	huvittaa			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-A + Case:Lative			Minua huvittaa lähteä teatteriin.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	197		hylkäys	hylätä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Inessive			Opettaja hylkäsi oppilaan tentissä.	Opiskelija hylättiin tentissä.					
					*CONCEPTS*													
	198		hymy	hymyillä			Intransitive	—		HEAD:Noun + Case:Allative		Tarjoilija hymyili Liisalle.						
					*CONCEPTS*					Syntax-allatiivi-kommunikaatio								
	203		hyväily	hyväillä			Transitive	HEAD:Noun + Case:Partitive				Hän hyväili lasta.						
					*CONCEPTS*													
	204			hyväksyä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative			Hyväksyimme Eevan puheenjohtajaksi.						
					*CONCEPTS*													
	205			hyväksyä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Opettaja hyväksyi minut kurssille.						
					*CONCEPTS*													
	199		hyökkäys	hyökätä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Poliisit hyökkäsivät taloon sisälle.	Saksa hyökkäsi Puolaan syyskuussa 1939					
					*CONCEPTS*													
	200		hyökkäys	hyökätä			Intransitive	—		HEAD:PostPosition + Base:vastaan + Gov_Case:Partitive		Kaikki hyökkäsivät häntä vastaan kokouksessa.						
					*CONCEPTS*													
	201		hyökkäys	hyökätä			Intransitive	—		HEAD:PostPosition + Surface:kimppuun + Gov_Case:Genitive		tiikeri hyökkäsi metsästäjän kimppuun						
					*CONCEPTS*													
	202		hyöty	hyötyä			Intransitive	—	HEAD:Noun + Case:Elative			Tästä hyötyy koko maa.						
					*CONCEPTS*													
	98			häipyä			Intransitive	—		HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Karhu häipyi metsään.						
					*CONCEPTS*													
	99			häipyä			Intransitive	—		HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Varas häipyi rikospaikalta.						
					*CONCEPTS*													
	100			häiriintyä			Intransitive	—	HEAD:Noun + Case:Elative			Hän häiriintyy naapurin melusta.				!=häiriytyä		
					*CONCEPTS*													
	101			häiriintyä			Intransitive	—		HEAD:PostPosition + Base:vuoksi + Gov_Case:Genitive		rauha häiriintyi äkillisen ammuskelun vuoksi						
					*CONCEPTS*													
	102			häiritä			Transitive	HEAD:Noun + Case:Partitive				Hän häiritsi minua koko ajan.						
					*CONCEPTS*													
	121			hämmästellä			Transitive	HEAD:Noun + Case:Partitive				Hän hämmästeli bensiinin hintaa.				(= hämmästellä / ihmetellä)		
					*CONCEPTS*													
	123			hämmästyttää			Transitive	HEAD:Noun + Case:Partitive				Minua hämmästyttää Villen käytös.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	122		hämmästys	hämmästyä			Intransitive	—	HEAD:Noun + Case:Elative			Hämmästyin asiasta paljon.						
					*CONCEPTS*													
	129		härnäys	härnätä			Transitive	HEAD:Noun + Case:Partitive		HEAD:PostPosition + Base:takia + Gov_Case:Genitive		Lapset härnäävät naapurin koiraa.	härnäsimme opettajaa hänen puhetapansa takia					
					*CONCEPTS*													
	132			hätkähdyttää			Transitive	HEAD:Noun + Case:Partitive				Uutinen hätkähdytti minua.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	133		hätkähdys	hätkähtää			Transitive	HEAD:Noun + Case:Partitive				Hän hätkähti varjoa pimeässä.						
					*CONCEPTS*													
	142			hävettää			Transitive	HEAD:Noun + Case:Partitive				Hänen huono käytöksensä hävetti minua.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	143			hävettää			Transitive	HEAD:Noun + Case:Partitive	Subject=POS:Verb + INF_FORM:Inf-A + Case:Lative			Minua hävettää mennä pyytämään anteeksi.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	140		häpeä	hävetä			Transitive	HEAD:Noun + Case:Partitive				Häpeän isoa nenääni.						
					*CONCEPTS*													
	141			hävetä			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Häpesin mennä sinne uudelleen.						
					*CONCEPTS*													
	144		häviö	hävitä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Inessive	HEAD:Noun + Case:Allative		Hävisin rahat.						
					*CONCEPTS*													
	145		häviö	hävitä		MUUTOS?	Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Varas hävisi metsään.  //  Ilmapallo hävisi taivaalle.						
					*CONCEPTS*													
	146		häviö	hävitä			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Rahat hävisivät kassasta. // Asiakkaat hävisivät terasseilta.						
					*CONCEPTS*													
	206		ihailu	ihailla			Transitive	HEAD:Noun + Case:Partitive				Ihailen häntä.						
					*CONCEPTS*													
	207	2.7	ihastus	ihastua			Intransitive	—	HEAD:Noun + Case:Illative			Ihastuin Liisaan jo koulussa.						
					*CONCEPTS*													
	208			ihmetellä			Transitive	HEAD:Noun + Case:Partitive				Ihmettelen asiaa kovasti.				(= hämmästellä / ihmetellä)		
					*CONCEPTS*													
	209			ikävöidä			Transitive	HEAD:Noun + Case:Partitive				Ikävöin sinua.						
					*CONCEPTS*													
	210			ikävöidä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hän ikävöi kotiin // Hän ikävöi talleille						
					*CONCEPTS*													
	211			ilahduttaa			Transitive	HEAD:Noun + Case:Partitive				Hän ilahdutti minua kauniilla ruusulla.						
					*CONCEPTS*													
	212			ilahtua			Intransitive	—	HEAD:Noun + Case:Elative			Ilahduin ruususta kovasti.						
					*CONCEPTS*													
	213			ilmestyä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Mies ilmestyi yhtäkkiä huoneeseen.  //  Taivaalle ilmestyi tähti.						
					*CONCEPTS*													
	214			ilmoittaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Minä ilmoitan asian radiossa.						
					*CONCEPTS*													
	215			ilmoittaa		KOMMUNIKAATIO	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Minä ilmoitan asian heille.						
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	216			ilmoittaa			Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive		Minä ilmoitan asiasta radiossa.						
					*CONCEPTS*													
	217			ilmoittaa			Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Allative		Minä ilmoitan asiasta heille.						
					*CONCEPTS*					Syntax-allatiivi-kommunikaatio								
	218		ilo	iloita			Intransitive	—	HEAD:Noun + Case:Elative			Poika iloitsi uudesta polkupyörästä.						
					*CONCEPTS*													
	219			ilostua			Intransitive	—	HEAD:Noun + Case:Elative			Ilostuin äitini kortista kovasti.						
					*CONCEPTS*													
	220			imarrella			Transitive	HEAD:Noun + Case:Partitive				Kauniit sanat imartelivat häntä.						
					*CONCEPTS*													
	225			imeytyä			Intransitive	—	HEAD:Noun + Case:Illative			Voide imeytyy ihoon.						
					*CONCEPTS*													
	221			imeä			Transitive	HEAD:Noun + Case:Partitive				Lapsi imee tuttia.						
					*CONCEPTS*													
	222			imeä			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Elative			Vauva imee maitoa tuttipullosta.						
					*CONCEPTS*													
	223			imeä			Transitive	HEAD:Noun + Case:Partitive		Surface:itseensä		Hän imi itseensä kesän kauneutta.						
					*CONCEPTS*													
	224			imeä			Transitive	HEAD:Noun + Case:Objective				Yleisö imi hänen jokaisen sanansa.						
					*CONCEPTS*													
	226			inhota		(+minen)	Transitive	HEAD:Noun + Case:Partitive				Inhoan käärmeitä. // Hän inhoaa siivoamista.						
					*CONCEPTS*													
	228			inhottaa			Transitive	HEAD:Noun + Case:Partitive				Käärmeet inhottavat minua.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	229			inhottaa			Transitive	HEAD:Noun + Case:Partitive	Subject=POS:Verb + INF_FORM:Inf-A + Case:Lative			Minua inhottaa mennä sinne.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	230			innostaa			Transitive	HEAD:Noun + Case:Partitive				Isoäiti innosti minua aina.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	231			innostaa			Transitive	! HEAD:Noun + Case:Partitive	! POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Opettaja innosti minua opiskelemaan ahkerasti.						
					*CONCEPTS*													
	232	4.8		innostua			Intransitive	—	HEAD:Noun + Case:Elative			Innostuimme asiasta.						
					*CONCEPTS*													
	233			innostua			Intransitive	—	HEAD:Noun + Case:Illative			Innostuin urheiluun jo lapsena.						
					*CONCEPTS*													
	234			innostua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Innostuin ostamaan liian monta kirjaa.						
					*CONCEPTS*													
	235			investoida			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Hän investoi rahat osakkeisiin.						
					*CONCEPTS*													
	236			investoida			Intransitive	—	HEAD:Noun + Case:Illative			Hän investoi osakkeisiin.						
					*CONCEPTS*													
	237			irrota			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Takista irtosi nappi.	Häneltä ei irronnut sanaakaan.					
					*CONCEPTS*													
	238			irrottaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Hän irrotti seinältä mainoksen.						
					*CONCEPTS*													
	239		isku	iskeä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Hän iski naulan seinään.						
					*CONCEPTS*													
	240			istua			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Vaari istui nojatuolissa // Äiti istui verannalla						
					*CONCEPTS*													
	241			istua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hän istui sohvalle // Hän istui pöytään 						
					*CONCEPTS*													
	242			istua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Inessive			Istuin kirjastossa lukemassa koko päivän.						
					*CONCEPTS*													
	243			istuttaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Nainen istutti kukkia pihaan. // Nainen istutti vihanneksia kasvimaalle.						
					*CONCEPTS*													
	244			istuutua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Nainen istuutui paikalleen. // Nainen istuutui tuoliin.						
					*CONCEPTS*													
	247			itkettää			Transitive	HEAD:Noun + Case:Partitive				Minua itkettää tämä filmi.						
					*CONCEPTS*													
	245			itkeä			Transitive	HEAD:Noun + Case:Partitive				Hän itki kuollutta koiraa.						
					*CONCEPTS*													
	246			itkeä			Intransitive	—	HEAD:Noun + Case:Elative			Hän itki ilosta.						
					*CONCEPTS*													
	253			jakaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun-ONLY + Case:Translative			Jaoin oppilaat kahteen ryhmään.	Oppilaat jakautuivat kahdeksi ryhmäksi.					
					*CONCEPTS*													
	254			jakaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Opettaja jakaa paperit oppilaille.						
					*CONCEPTS*				syntax-allative-omistaminen									
	255			jakautua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun-ONLY + Case:Translative			Oppilaat jakautuivat kahteen ryhmään.				!=jakaantua		
					*CONCEPTS*													
	256			jaksaa			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Jaksan kantaa tämän painavan kassin.						
					*CONCEPTS*													
	258			jankuttaa			Transitive	HEAD:Noun + Case:Partitive				Hän jankuttaa samaa asiaa koko ajan.						
					*CONCEPTS*													
	259			jankuttaa			Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Allative		Hän jankuttaa minulle joka asiasta.				(=jankuttaa, nalkuttaa)		
					*CONCEPTS*													
	262			janottaa			Transitive	HEAD:Noun + Case:Partitive				Minua janottaa.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	267			jatkaa		(+minen)	Transitive	HEAD:Noun + Case:Partitive				Jatkamme kurssia ensi vuonna. // Jatkan opiskelemista.						
					*CONCEPTS*													
	269			jatkua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Matka jatkuu Hämeenlinnaan ja Tampereelle.						
					*CONCEPTS*													
	270			jatkua			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Polku jatkuu metsän laidalta.						
					*CONCEPTS*													
	275			johdattaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Opas johdatti ryhmän museoon.						
					*CONCEPTS*													
	276	4.2		johtaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Lain rikkominen johtaa rangaistukseen. //  Hän johtaa orkesteria. // Hän johti meidät asunnolleen.						
					*CONCEPTS*													
	277			johtua			Intransitive	—	HEAD:Noun + Case:Elative			Tämä johtuu ilmasta.						
					*CONCEPTS*													
	278			jonottaa			Transitive	HEAD:Noun + Case:Partitive		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive		Jonotin vuoroani kassalla monta tuntia. // Jonotin kärsivällisesti vuoroani lippujonossa.						
					*CONCEPTS*													
	279			jonottaa			Transitive	HEAD:Noun + Case:Partitive		HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Jonotin lippua konserttiin.						
					*CONCEPTS*													
	280			jonottaa			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Jonotin elokuviin kaksi tuntia.						
					*CONCEPTS*													
	281			joutaa			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Joudan tulemaan teille illalla.				(=joutaa, ehtiä)		
					*CONCEPTS*													
	282			joutaa			Intransitive	—	HEAD:Noun + Case:Allative			hän joutaa jo eläkkeelle						
					*CONCEPTS*													
	284			joutua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Jouduin kotiarestiin.						
